Number,PoC
47134324768911765552551617879,1
2041476440313296896723115846,0
66254835190193065074769201823,1
72099472281327834040875563737,0
67507299159299333009262467663,1
48155393858897192691868433043,0
10959589979822285712095471003,1
67787801561856857556449064303,0
26522884016758891817672720317,1
63656261032527147746701548923,0
45539795033894832972668349449,1
25789844363098469849062021645,0
22414748526548162107738897847,1
78786537432414248424705740659,0
47415310106602755173606315491,1
45654788551299430712654497204,0
37044270731571013318775472863,1
9454509796704391081450305557,0
66639524525180257560566537593,1
96018496771741825303692864137,0
42614326594081541672741140709,1
62916804236597321771009720245,0
61702023411492356375829947611,1
73297422024355037187328893057,0
6236905094925282390751060493,1
19642794004924644479869056416,0
50076173929300030855928563021,1
80094694697593176482371153475,0
71947023982699028800179851227,1
35164691281547425040714928269,0
62823013727194306751881478281,1
88501425007766190206214090429,0
75953758491388065929952902609,1
46935727010196566058168682826,0
48579156012136831322036362313,1
1737444147308963496719223817,0
68933984365157761551491093743,1
50271718997743467270201737592,0
90069415853040771197667257491,1
15280975156819874349601224956,0
51443592049912182483443628971,1
30662285489744885643669692669,0
49121064166537093552561754299,1
33823025393895226564032345157,0
28416351179062603398373156301,1
41352279234192912305337613661,0
55348463472457121321137929197,1
12747905921812279955267224801,0
96016496165747563396401882041,1
86134384306060854522063790958,0
91826923864201008818998935347,1
83686827972270491868231356637,0
48145821030566405075712645041,1
95756504264780830585171824038,0
65428798494009177555700972121,1
71620538390239265191870817145,0
36109709406640040994917051941,1
93987004374252209971637832674,0
48104662725665621353957810811,1
85988716356895591417537920549,0
25888123696448291208843217181,1
53864416658954345854137178235,0
24328823626307486222771307217,1
89218576629321328637823408150,0
52074711024951114371228062753,1
7911974629741045426650167413,0
44572996875697920676746493777,1
80109962089867954223410932846,0
42032680385130819536919553711,1
59275938871681709862511239147,0
80558602992284477014781120629,1
17972816759203441060538957181,0
36071316766528012269303124223,1
53254908866041703509301764049,0
858959862965023884997427549,1
17187605364491463042674084578,0
5043885368288422728727313159,1
8662010648688727221504457143,0
22445186349027164226299307593,1
52172899774786015917543814747,0
25115628591616788924557301403,1
35016693690094620714988606038,0
86945748209883409148613573517,1
54617020205897458079654788177,0
13302930370977284023662017917,1
48926591277431956693280106614,0
97831353871955509359292592989,1
61889739870059990051246025627,0
60391355944476144284139850819,1
76375208284095643447544868400,0
64272965038744456464128610599,1
52141095902669199601493355635,0
95744992226425187190525262027,1
13241293033198270169907767534,0
27276784997837417026332668503,1
56572901773344505835360718801,0
84575853042659981360313862433,1
18919963992047914869217618852,0
36605850661783411699355059337,1
23025029820557599602362682267,0
88696180622053900279979395201,1
86229265069260398291554086354,0
1094674789633736486540318951,1
26797435573294409320785466210,0
90820007773467693268702721101,1
88439487143371058890006387975,0
1866039564444144409623422761,1
64870414837543951673722094533,0
33959482662471647520024494099,1
20830840674509749684553169053,0
68711572119671755074068886521,1
69601729692750786052712208303,0
24008196804874044818385528493,1
2711259353488937616645823251,0
45779977392786661529089801969,1
86586332190056380554689054878,0
61240026790969346783593240967,1
2974632214571355530554610472,0
50432446740561875811033951187,1
62366995382573947192430346907,0
96817999454354060786187707909,1
15855702212596575496189505051,0
87847934498007606442239011213,1
74312101354989692552836767306,0
68262876206102868399051650663,1
3186644898576066847391717206,0
91814151451887288898355619377,1
45425723544491563452044444440,0
20485485010051635099689156867,1
21936082486002202516396884233,0
24235630754112118269166488751,1
3762446747243752898994941552,0
30279036141493980335706820547,1
5972161458758621618080408595,0
25561391095676370869339999443,1
37911277083471082992442954685,0
55099053472142800557549483179,1
916134139395865362874111062,0
62127000258153994041259396709,1
90018834736430578780708397090,0
21523990285754527312175914759,1
56683909628306260138854592631,0
6683262391074220635919810423,1
40262396537596258019630060592,0
9163550594702606366939045443,1
25180021634882371812983075432,0
83402354459436863057465350177,1
19611554249728164452734548078,0
36183675411409101736076783987,1
12348920928322292859982937920,0
20480256071267585942274226759,1
99802604866525988732753906312,0
53872332306644188508612252381,1
8873120219988657339172482794,0
15816565768079820250578723571,1
35156009427180463734826029,0
18636231857471279317753880773,1
95491030551747982313839287016,0
41095752290314641015907632599,1
182626107526193154302755818,0
71941444366533518625772874879,1
8831973903234191961502746918,0
43775387927491088341394075471,1
16618213061991568766570946398,0
91232817811030766524318697003,1
61288141222083706458051512316,0
68582669175668091211596126737,1
67524050118740861078678791549,0
45545322377932023851488837433,1
60169803004357696461152389919,0
3141506845813636713949150991,1
20158154419403192982951006402,0
5025011398501819944343752787,1
60044136934971694483971997803,0
23420116556877987104721228947,1
73795011534341462703555013748,0
72303302834473538699707879763,1
39454733918721661550594161935,0
83940695398288587133030458617,1
78301118691297297805813021161,0
74609885557276903570746101423,1
97738405996466306493101040237,0
1696060552620644595123315659,1
39808592915718089567197961403,0
68379832886496747225478875623,1
32736299184488565385599408356,0
27139482026823118062893920073,1
48636904988388506784860668307,0
84618574712382626720194813237,1
81004252461086803958215737284,0
80961977549648702557866872299,1
74839971160397142803416119939,0
92505600309052495694849863999,1
16663501354183829242601539656,0
74241592416311630596358343907,1
34455257597594242421470912538,0
47977472697933800485481466679,1
89618639527610142766715586700,0
19574294305379414733881116427,1
10409386133819487315378196790,0
58595054484770800370337271127,1
20278527936755359041331803484,0
93759059906573445704985848597,1
3334102197891955697513907159,0
24167915685259846412275322129,1
9606554579518281992595628712,0
29617070590777127067571984663,1
25226664750408481768041687820,0
64772468937810675105353848831,1
72891660156703436521150029422,0
57918313274452704888025890769,1
70478293570164534296745131118,0
50331845017487601198284693497,1
71128127684187719629404254737,0
90425348609115878738564773769,1
82545062144108444330710772398,0
31004817074321643326407212473,1
81873674654336847554166025770,0
56148125602549390305402674833,1
14831703791527187584151927932,0
32429912537993439014007808523,1
53207704892560562951214007367,0
25857569215725609884065426787,1
45108200195200279487912474583,0
84137831020887994844187475679,1
18757957089925869171911105995,0
97831969408747408374171599659,1
61167522279767479636034523542,0
84674663857539628368676374503,1
89780197049772882774143616322,0
36799884957987649663647981923,1
55009328849481762065569355415,0
5080613620744781184274559381,1
14455892763845282152713324277,0
57710185085027926714948249399,1
13447096286414636326881785439,0
63119686728149092350360744547,1
45722310837644911656968283511,0
40492064927076828652047153349,1
9480003956381990440861857029,0
33955438749512347430006640767,1
9861392955040039429137933706,0
84474900973530966586529667899,1
10928586237083627031753000194,0
70692313185601814768040869431,1
37871585182578949616634555828,0
65609954360052653436407461403,1
91774496435556138865392149434,0
7558839658125986922058201337,1
26135544317982785898343341555,0
25000026787379113338603575807,1
25027787634759002343232165673,0
70527655784253760943991191141,1
89590301128369754423657269654,0
7566783367600188118604102131,1
72763354803033624101049095139,0
34914890024479085449087259593,1
72988623301699610563143326640,0
70761073212822743069071335707,1
77440442672757838056007051384,0
78600650258070846274718857481,1
1685554683194620043868435882,0
33125731374475143771682793363,1
98367146101237467225228187698,0
35755195668632819135996363297,1
26412619175078002294725015868,0
19041800684636123914898314567,1
42049033200863272496838005850,0
65009231424093767291994283657,1
59411694616577889739054016728,0
1250836481968172380090467601,1
50904970697713648537027613301,0
7540948892475426083278087721,1
83075023409557445533382491160,0
88577713609209020511381392531,1
66908333672788082768582695276,0
90764406145765384657389870349,1
32571267820360915640489958310,0
82524997749622150972298170907,1
52117903750965032864977995315,0
23778342489055931787645814397,1
94927727833896633524420577601,0
69619907293938630442324900789,1
83167503940872639279620153281,0
38901296042286120755705761279,1
14105371937196210268315481444,0
95679327450099077257652500367,1
50166368823864623942339841286,0
21601654636331754826016691619,1
80685301399725807614503648773,0
38444614230056131938011753027,1
41331483994341983317750349245,0
51834507702997882163783325517,1
53223451993340250272139695276,0
91224059950534779692136161861,1
58044307299414001839910922303,0
70304295889687180600237577053,1
13644832556528425448131356701,0
53636050018990218373925887741,1
81098967110497765902409556268,0
91680371648389228428466119779,1
30780257650610663007662146272,0
33736547694471596580401617609,1
93069671508488011294270265441,0
35490684539404381321170187309,1
88753990925879960427113365153,0
57761280628352216993298276871,1
48721157917336025496070664746,0
19715254165407850361998391987,1
88581991740329411849362696569,0
1863513901156828172187410837,1
49747281942435971606955533574,0
44401928382920333787789974987,1
25942255406326587527079661553,0
80202905034045559870865392147,1
55175360399890800585116379597,0
82662411849751668718020406361,1
69674134405726500833595989618,0
99029614967338662139604405171,1
79990525313666531253534600827,0
33980178757700758377620435147,1
67084151244270553062650764902,0
13464522252616191631391954687,1
32114616926767331140547285610,0
86039004724601185662810084689,1
40417578162675079924599531185,0
65360429001350101905163819021,1
97931310596906383029736391160,0
31598007107375789442897386483,1
49967146873284443403152114694,0
64495099541944564602276673699,1
60460692734314864876115469577,0
645258349647953978197831901,1
2885487410037668118938576551,0
43680577141010059271426556467,1
26679296236653818949488054660,0
89556607578253625167559028703,1
42414106590599449226726395805,0
53970795157924144919799849107,1
26125333014775020606604652219,0
52183627942458952954746349841,1
81684294150459618429614453154,0
52476536372222508437412990587,1
46771813811835650968117961319,0
64900578789595403792376716647,1
86330355470561311340723113424,0
71667053726904100549251644657,1
20965805919264103401035340211,0
38655639353192323396379305897,1
94380779845458140519156648002,0
79354361954502733362004324777,1
58652230968262686506087551324,0
2503915351619634377680538743,1
24426885024478594233339459939,0
95967671846485540128111481099,1
30595596585702630704566410543,0
37372601202287435538969248087,1
26927801971131954179390668571,0
4924776633027864823996627741,1
12883086927792948841779545651,0
85012821901524620306568856213,1
33721088763674561005287902349,0
73902502184285422316843725459,1
72634923808114742600204437500,0
14485620204152822643484438601,1
8648990439895067604141172471,0
19512524403920200027491362483,1
16046811057688601238684500390,0
33224389414692811924888155947,1
17767479142567731556532153920,0
62436456742688240493378317867,1
92855416048952990033411849036,0
2424686036449295905996185913,1
49727842354715430299542115203,0
34662569065056701567933015909,1
21813884442224308932761875917,0
222321869664591017127596623,1
25630244413063167853426309423,0
23326355631342788098221773939,1
36171291914955062856105251627,0
37968165761213431768678798763,1
1218460353072320606872089035,0
96806504089440749147227020877,1
33396170285490554522917975350,0
53690573198594477380207919827,1
58066617450537407458396631550,0
99096161653687698101628735419,1
38518382874762764182323815152,0
75796985083394310385460762093,1
22518574668511416824627064070,0
33787847509000934491257754057,1
85237319356081595178786869955,0
58406622598191330874410043019,1
81392750545289211592382670805,0
79622068368432208996333982653,1
29216541302225903108994493048,0
31290101421058309352600855759,1
24951868998776494208903917922,0
59437973869288833503088023369,1
91052149061418338617637502308,0
20130069216771117355531128889,1
3206542114038846158237484324,0
89941615712030417731236886459,1
88590273082546399936080735694,0
7207829508751907731217834903,1
9831563319642098539267334061,0
6571671175037264605783790957,1
85353743950183603387660840226,0
37634722683928663243753400051,1
42867948971977503117186011788,0
75108515599194839337461652619,1
77834390537455663845993379780,0
74364099287696033627956062973,1
22844936052794179516574870438,0
619264318326394707143549741,1
40298717582373867965238862346,0
62184000406441386131692841987,1
96580669164915527933853997915,0
287399205730890213713871557,1
5406215382527339519930143169,0
68474491181942170064574287099,1
98285895038697868319819353085,0
25247372645421448034949334363,1
6682166048779701062478987305,0
48564115541271384944620855717,1
39367827660386741784077342591,0
18262942100375881778620158497,1
10385919474475487052658062533,0
18397766404050504984103345147,1
6470249604920539507761265691,0
54275915861597345432710484947,1
53385235304244729491330859759,0
61273348278062504771587379867,1
14154412471233856492260287907,0
38225747554912573524575735417,1
30244541182571229929289504412,0
95311366617446459722083301979,1
26564884451353117655637698480,0
85358764718012969056179814063,1
18731374545924880637194962113,0
56143450379577036777758627201,1
43439571586792553182381645148,0
70790336687402417810161689143,1
16306446763413889051258000034,0
14953755672946028136397447993,1
21627467981579906776238888124,0
75916858905772173623011017869,1
76896325572828501332833154993,0
63171668955238376679434010383,1
68597516377063543094443833013,0
21249447939306719197069879493,1
76608791448203782614957722573,0
60258832116790137673094400367,1
64101238213189621302926776573,0
71992404268581446064737393581,1
38046695688488927477757450940,0
49580355985616017050688033693,1
78020226527780331978916371680,0
5537006018989338368904435233,1
34782205417692174303192870748,0
34787620022328757218727538573,1
2329773249969276144191865505,0
31009289761821471613672596191,1
52337954124714125764945994381,0
78678095983634788570669306751,1
25006125754141991754585031535,0
62352765366499522431598085581,1
15645613549748606976109059,0
60526329415290959902355006017,1
17239782906932786348334252972,0
46947438147384001845103270637,1
63371390818717076872162605080,0
94713289087365379946794901359,1
61691949857091177625930054795,0
5072874863613167261329461241,1
2373120432659031290985528342,0
53030232829243834730449846241,1
39935865880306888842440572962,0
97992900397830220900717351889,1
20629602548865768041738951976,0
72083683562844534914877800587,1
11292104145763559935894810002,0
45743647500252393489234666991,1
43990207318831941382080061911,0
50882416305504081602980029623,1
68146111814913386498939226217,0
32691617805096809660997172033,1
72773616123197890856059333642,0
50114334001948834611919458473,1
64985851922197920607791355853,0
79963653194368845979227349469,1
17451503352284835550806807863,0
95383975806732256496030851891,1
97022308472685306706119444542,0
96631938309457311529769921477,1
38928718483446148138855776845,0
46183406584427034577475130293,1
73840639327207201131914490681,0
8798560183061302865155024009,1
3701843204638726732916553914,0
91768175271694863367883746259,1
99715041226587162727715157941,0
61736605450871504953926847471,1
39504649507785891799476891620,0
30869402526974332895757443999,1
29926595683604916180633625843,0
24331866732301165088959140521,1
67648994256112898141727270305,0
35381105112094110196272893969,1
60557421639194638798046341555,0
29588691233114366968681392421,1
55325257456885620234486254352,0
73550652811091292192784545331,1
84470012145424349628479171734,0
24602248498209094141969386349,1
41889354668839086774265819772,0
50076678765341216018025695069,1
20002891461979684023830014060,0
25782580324407023061383577617,1
32058347057772099564417911653,0
38690107276895217045488561539,1
58845380740302914032201262283,0
38337996673654985076010095649,1
64633768166384824854055600595,0
36583248330649562547980896829,1
61292093099042421621515300650,0
31963740208576332543635612989,1
17579065135566487988474899974,0
60117950798882146213745846923,1
66450428107495083342445105171,0
97150071275414076059746862657,1
22944511809344403671438434541,0
68724928369047651137775526241,1
50218638760701765814133517900,0
99513538656641523776038573427,1
91355075277346616399595302003,0
23404025171016851785172445199,1
23756798967513061819136398613,0
21463819964786972531565698873,1
58166989667189474290761998451,0
65179139259032451408803359547,1
27111120533317115427500930520,0
5927538724910523799349163839,1
26491966245927285518021913364,0
81648068363185654627968665999,1
57646351303569360128457934960,0
64721836928618056533286408763,1
4726008776733420162942543173,0
2521262841444710907731108111,1
4686908994331453098610740929,0
94350989290599248113796176733,1
20190744157067495328629479601,0
39292779280905760031594301763,1
8433692582566636250402398920,0
77600754354561854876300438449,1
58619891632690737485505661219,0
92920908328032389751100571273,1
28322103000857783660108718303,0
30069337943870611131089924939,1
96777107560825561909454649818,0
27740022992079127852318900927,1
3738075021639314668679778347,0
90036105187885109827044551593,1
27329841833180508851126072990,0
76109363617595186036236657259,1
96222832386773668159369605833,0
3226675593590836556910966457,1
33495581020597371379197290956,0
47083829027770756658539064437,1
33647058664343307990951413803,0
99672770915289073410565602607,1
84055370640993160100407980203,0
15330868926992254354647609719,1
52095454722625207121228954620,0
96219232045226392557055987021,1
81864057387697230108865220488,0
21433775111295917517879514213,1
15467133808896668998137553771,0
22737507064858468027780395613,1
15415419415153596471337986468,0
66106878301686867003258191177,1
332248436968887186162538243,0
23283346674902511751941551141,1
71842920836004131377453651433,0
90884269578357242685445865723,1
67663504016353455657586084333,0
15153087768309265849930302143,1
96500917974503249302963742773,0
60624689050133075726544624553,1
80301854929075725698791854265,0
30040754281684126441937752217,1
94093853123131701197358218202,0
61873210221727763610890069539,1
87424094665318063649721933629,0
93030827847119011488604828669,1
53521018490817962606396838478,0
40253417692041185356889433601,1
8704415347995692238940599815,0
52238959164502647497449915277,1
58686359868967070187333572163,0
28013310161749666032324379603,1
98541559610622522152592772847,0
10873692129862350249859392409,1
13421204483702575668350988864,0
9515511021392082695148900037,1
15930553270231811421211669613,0
19864528786795657962887560613,1
6498496774761028251477357672,0
33847457241696915830681491223,1
7493517072557350759264772483,0
71688526376510004454120920217,1
22569606817334505281186816896,0
25870871002247954594668222637,1
24599099427022071487335503511,0
31364439244311317710469372603,1
15961959822243425832845150809,0
93202030196759008833645456421,1
99482945178496075516097768894,0
7373914165161874255258214681,1
24863625167258696747020168773,0
19019307178477777651090335013,1
38394687602239184737944241386,0
545070993961739476642142869,1
18659873556759401584701805465,0
81583717191400506920233201217,1
17509464926985217758157873560,0
76325172659140652745564008099,1
14998122758110188782180775956,0
15269242701539461016828715119,1
81676373661104282075746243766,0
93542053999347795223660162067,1
68559273459200482011641213539,0
7774114981981202522608140349,1
82227614905321781027063698791,0
29531704971799674487772721319,1
63528095002805609173206228982,0
26033590446889413956980936801,1
22353467612472948425779197368,0
93954176909377120145535144799,1
50610699724721062581937426828,0
96724193505012472660121812129,1
15319859156232302288923396066,0
17194311339539103066500505833,1
24533086451541342961248529985,0
11400917754368236135742337899,1
56254121967341222867672872172,0
81633859275882812807590649707,1
44288790612592730237664763248,0
21759141701382968730839151569,1
30240146224329686191221727133,0
64460719234753438330951941091,1
99531050763525595364903327849,0
37783519183933058900807141297,1
12301381117531487607318781925,0
65753797542464080946830571003,1
28998329581738618074359829092,0
93892368354942989582252718527,1
17590775388690906090377341490,0
42042666173806169800673204923,1
7984038989027605590447911031,0
14953758920513866432038807071,1
56780888325960867591987728421,0
22702102917686666018645462569,1
83747200031097339474186340183,0
81782982441808985741364999497,1
30246580193988890197360570375,0
15915460204780277456317638101,1
98580419339003236934116448201,0
9874599942093234105986917081,1
54714485479693033905944506913,0
68461699899071282363551237531,1
25145256004730496356750826724,0
96062135951984832421960250387,1
65742071616349598576803839643,0
7417637804151095840296345211,1
81933613682244833349736591994,0
91534305001159511092338372943,1
46579453560262811235249210219,0
54408768033775261348164894901,1
25335760256638039477818417209,0
18533777674017098695398082057,1
29218703154682212162779371999,0
46758947074397471019336537607,1
70843242884693475219977580282,0
52363491084743195483201658551,1
16299297684995279599872757622,0
55295336272407463338908336323,1
95371521849637113824567141123,0
51227731132659973103590953847,1
66659079869808654648427500645,0
32388833637000058315240251547,1
24367793585797077937741034927,0
20258661131279604040879845317,1
9517523716610176841377445604,0
95401261765599475097935979791,1
24781574142288253966007232939,0
75481668791121743343971547479,1
31314175307598734342705042051,0
73647565991372088540780530411,1
96388628649574464509623782777,0
3280822584537580757650265833,1
41974435454863083560352177024,0
67714887274264637774402136401,1
90946441779579613011224815209,0
25497182082722595736733909027,1
67060464495931130905669263439,0
95474791096800018206395610411,1
78505853797647798217693388893,0
89138804249985199649285523467,1
54792931787948759848506598749,0
11451938319476761287942437723,1
69976681145982273055761244637,0
38867060170259623551645542669,1
91338112097540929395736929389,0
54184706642247572308583446177,1
77771172753107775908846932939,0
60964868076724159961424390163,1
61880131527042239672282926605,0
31247440890060340425949055701,1
31348747494758804568459702025,0
24790549973854217905449729523,1
4911935887680941743675994806,0
74833879732744669599280093069,1
5641196190350001249153365602,0
62940575703668900955925922153,1
30396399371478278110972048538,0
39280205891735116107268489687,1
19982287340615297866327775026,0
76697743279177552771689667067,1
85685279654900480857285507799,0
76976837092455848422171515341,1
10385338077118349218340394143,0
36854465331094032794013339271,1
37702353500792623875639846950,0
43582070504411699752565156821,1
66558316906624696433159238024,0
59337999157202981717541779549,1
15797060167929408678239293894,0
33012584398921753501270108991,1
63641481476198517610575227244,0
27786086862645888622220385299,1
52988762833749605821561569007,0
68870910227862747912444089467,1
66687881437019788710980212660,0
28083067147420236448432496609,1
12796397399609172517757724990,0
43844618650993470200369844361,1
93133193168994160723900545907,0
21955864673909578509721326497,1
51912939639029266376058511288,0
74976611536987320689822572987,1
16187964545238682372524465986,0
94380593996157051217658815199,1
55125606516879296311739465357,0
78134090766918004317234277447,1
71084564233949545659439530601,0
16268997534298680076028563633,1
69930339219712079913918494701,0
75420516931056261942002387753,1
51100410173237811569571318320,0
38850567826281684306853433857,1
37050223264872605816937431591,0
88179606080448955296765345661,1
50866773621850696243708658683,0
46612721927948051183202532243,1
687781830902434328352786052,0
24198890594413808509264821913,1
78837271168839848088823456910,0
70545634805461849552309034143,1
30142474322992851054686742582,0
96793253990188430171111570873,1
15522498775794299607457058306,0
69170405727629243093466257143,1
66575412686791136006010202594,0
19211302981740986936221715123,1
31505815054954313637631839498,0
95264840258241168645855093631,1
61712257801171199322310900132,0
30907683646232563566615491323,1
72143794190544656288146982300,0
90581004870318729944729895067,1
92172541447120183524146050184,0
90914074330951769524012460531,1
9129527252516440853107731580,0
20190452064956543533096199339,1
27918539817203115896486666171,0
35855739552196807431197557901,1
24215594376677050044970323569,0
32627532960812594796338355397,1
53374579032741447976987478854,0
21588967175099545735312583377,1
54722328073866923335115238585,0
90596201209254480950593633759,1
88057239746486052185168272122,0
65771166776704192855496255651,1
21536873744821535531345870453,0
58069193243577987613401978163,1
13069334617477546652159115762,0
90045381805251112781547572243,1
10950762154305583081628198181,0
95157791837351679007088336371,1
98368492252735478404308810506,0
89843300866109143317762574541,1
94871575963244821961287743431,0
84932053172094613226519106761,1
28253077405890758467054148124,0
69506737772234011298194122739,1
37178832500525642891533274343,0
53865970458578476495558991161,1
87012235642790314126675355886,0
24332552924953137465368720129,1
28121858039958395646564887005,0
96264803004193881804550259473,1
3387528785369309166811358985,0
77084966718920681861712610169,1
2446264119081034498538920304,0
33949728725942607842690699813,1
29961869794962236080279064583,0
58050717718852507199418851149,1
27041936477760807327204546589,0
65239370369537595729883225343,1
60222285595162158881219358398,0
71548656015559830843243137803,1
54073143519202759552958807416,0
66198808918744221371886134423,1
69439943108419696459953151099,0
92735770347613422525380707939,1
50005097107087014243411561985,0
71221762208928587944895742463,1
22293184754013256144888310236,0
86469956704594354946467435019,1
93470112913990387869598809308,0
3262220452589447767286114447,1
24510111769559117475736019404,0
9736778161093667099995015439,1
5121596044960236276968540710,0
83412758367548656607353676267,1
41655210844017153719726878884,0
35992934333144620801846102717,1
69764108645509126036558948988,0
21004534674898537530052592089,1
32217580659417652751017687554,0
63863096312721715833591169309,1
78059985482797346933976084822,0
14146286703455911517675932397,1
94329613994467983106434934852,0
34958802360267766547147414221,1
60037854991978428889985902618,0
44007081086242854707152960997,1
85823320329130266276624039717,0
95690097174797916349831391849,1
56872034431504258708105053284,0
64982290259598619340861154689,1
7749762330350965156775660242,0
92434603342493612644833005417,1
19334036210273747291540856038,0
95357940865613030512931807689,1
47298519276135003540269812347,0
6615056610471926720939159783,1
28436459532105429940028083093,0
25422353601606706227785230363,1
12773461076223755496039190098,0
80495580419978603387100564187,1
13410408257414498251468823236,0
13258703291676574037354839393,1
67849574814482024584711673398,0
98783177759564405645206844473,1
24863242731766968844714817769,0
58178795697923120957651542337,1
94359880441847488140750105318,0
50885359691877831538771438529,1
42491622653749484784554388803,0
8818196201223081290725208641,1
52417717306684021385483243949,0
30998561310931312820765119319,1
