Number,PoC
3789784820154247212842830291805565,0
6252946097443860768912415185285379,0
6039221981681206730927628965415944,0
9817098154632027387935704622886115,0
4473842709080132285090046669369496,0
5337054262991303086478313081847729,0
8487949467886305971269632785369469,0
6436888403079181717206540039834248,0
3481064642377098707786829958571592,0
2091940208975351483156678036897178,0
8750134026863884410348135252989071,0
2604004858319464180716702116137303,0
5423309134216742162125431640104821,0
8405198404182328228931680265730617,0
4884874168826642214124847006419547,0
6814635454981149442809661287823296,0
8228915457522528988956484544083030,0
5537641926423883825373258187892414,0
3542929331822480540990642024096242,0
6674865956366699586655770416637115,0
6785539789200827111685076125885182,0
7709729708833313756578645793000263,0
4860957607363403805110901419795406,0
3545123135655212292012468741242845,0
8219748374503676842398681136051823,0
1962709231525837823291640002875851,0
3738180784781053008232855497053013,0
7716007672206032459393645163661573,0
3725771243034067669093461763028581,0
1901784982228828397985619083358501,0
1435805931059956443738437638805499,0
3226590037336976662105183219946214,0
7921234108622136041213748678399895,0
8782759974115702003850958829982879,0
3653581553316189406126108282500166,0
938277699589236506334292302836155,0
4302878839873913446417906592202360,0
1381054328218532342225528177917887,0
1824720950652639441248455732192939,0
9385858525438852835615170292264189,1
8313660567703257318948515016018329,0
7652027691407766158739460467136191,0
9058634576006389640068712499203752,0
1152239629081786173209526099758923,0
9822380905858198744259327889502887,0
4515880644227764950074696975209358,0
22821817143587172687847867987293,0
988163624864209835148192930823586,0
7807693704371595087349140067760529,0
8798685421581828296596892043791831,0
7530667519790830098548540468337154,0
2521907473805678427175098400922991,0
348136856466458212761099857085808,0
9761613592703674248817693353880100,0
4378559294941823288523814639813672,0
4813820188446079037990194585314252,0
8843737601898686113220375537614945,0
4586640339629370499124852065835334,0
622872996746538704593801894657089,0
1910512071038951069583555009529767,0
1442945002002687228627677805881852,0
1430260719327648101022870236749369,0
6919345751049109728025806869077244,0
2282162369120477948161196626284459,0
7973165389385476167355540362244773,0
8965500039849602998792679780953829,0
2794450316636199475916966794012472,0
2266282607195547447431554027680191,0
3535706620657675468187969709160060,0
9272528131518219581286941528341260,0
9266522884032375775157381642007570,0
8150020540936266791220170101852491,0
400985718062756621375254934829413,0
4708272951491029713381697281992978,0
1128118883203369086449131848826762,0
4749768683258634702654711386195711,0
7708910739693881644658080639857836,0
5653356809386884613085614924092261,0
2481948413912243719232025745025458,0
4301302747284158043098322966996853,0
7038001284665117926788924846824572,0
3540308057437552425702663063416061,0
9685528512198123594685758731828717,0
3696128974243437171406634646329510,0
4293581240491439200210812760047890,0
2413025590466402766398562280707368,0
8790537892686870984843359797223569,0
4223221439588739361604493861704699,0
9965687788385093824732014653310092,0
1592212263300443204328012953451082,0
802981288065546084860968645397085,0
5828981544505929650076007548512469,0
6833676956390593733336823342470983,0
394387812696312503497419263193141,0
3761440225089848559862924400246361,0
3576040139789262805261793098646626,0
7580807397309479558378417605645489,0
1792214565029347409812099593746087,0
6375026038831541875552217612224715,0
6607714376513247897513989967770637,0
2724549434751530621508417100915502,0
9139999146911433920051382363632238,0
8977997015693899060846094403502261,0
7372898872496633257328820488179427,0
2319154645349072105781254656674973,0
951005813937564441321308565542056,0
3631669090782939439020465639555137,0
5589262015893108378248868566339151,0
2353957800730026499168919097563420,0
4660027580349247577863070240823895,0
5305970868279819463563489579044639,0
5523152911630081383413094308965890,0
3757825307449853032703450487554280,0
2158515598852315431768132048048093,0
6177105916452142398491495502272143,0
723115026274605062780306374216650,0
7013458219297269846247757392414347,0
5355247400459625998296230936407887,0
9475712381106865107949390330649321,0
1805070898490514487486263242106335,0
5581533062076410637927153881729328,0
6228726199911474399649934907390410,0
7777932947463921933878692817385014,0
4537385389571666503651161464709309,0
1888918712783492901304592753669183,0
3155135769157702506360912011397228,0
1427020607943594417915089474179672,0
9736359633133438904999056134156326,0
3678474927725364675027701866709354,0
7434942422578887618627789322798259,0
5552424492706221302389435238114072,0
8129024791238513440484345418406437,0
9012530561364709868949089416839135,0
5117120263201532712447301605418981,0
1218273211810365059948651898202938,0
9346951629259414800258473182059276,0
947929668315292246631451898963952,0
2778786882099552033430299910040186,0
6020217259026056988368166111597125,0
4820812547475631174057760775664242,0
8484972912026242134315766840184045,0
2245288221766078282026521068496559,0
3667673242083927994546357272977627,0
7460968446328451237642065630104502,0
9161456320913533634397336278204020,0
9443259441666472676069106639709778,0
7973979570366703501929422108345306,0
3136860219719539717936863624652527,0
7535177830058856388710059378855266,0
429722022285616703821795555386851,0
7656825476686919547591289610765218,0
2549215736448562007647665841929967,0
902027394496938625004979190550025,0
530931631581517052401191957742017,0
1129213038816452305037068954166672,0
1516684948941805259467424912230932,0
2508073751073692326321378399818070,0
8039313830528838388913575159103073,0
9663575085023239495466516055890535,0
7256540896004536008760584029842706,0
2915131150533921883426010996607297,0
360203297271677520016706408414281,0
9932901334277888201145286006183930,0
4204168943669234581218017068162075,0
1058757147850492303557191600447841,0
932960635947972462706504385510050,0
2531666289152050080694745205722371,0
7411241399866535392201558011096527,0
1735653230354038203422563479616900,0
6025526361849671044980511857369688,0
6663543104879649922498211937330525,0
7583701742537944128231821247218064,0
1827754516244350621374983791130413,0
3581815123260472424383912386837078,0
1794898059163385703696962327227071,0
6081264389797624096009940375142902,0
1778890455362402993763269895938821,0
4820275600456127516142390252611929,0
5725964036772492178881612841964364,0
4303194157131162363366330277451045,0
727442614826459220070747439199309,0
1334687455424761288208366948083733,1
863129291318562768354187037046303,0
1130529283647695231971265587734660,0
497571591628131345444570494522784,0
1022976376485160146984799484863658,0
9077501582514579522430510087638725,0
8101217115658508828035179361051204,0
593298025667450273182023095457956,0
7600267152894587110027185255026524,0
3923557934851341489906878941321733,0
8671810885062270331156188835660516,0
2707603807814538728228902099002737,0
5243197834568632783965261597058336,0
8675980002243700831228029260124985,0
3474340091766124379163346494613406,0
4015399309306550772690912355075672,0
5388087299746139917531852947714547,0
5189163785984267379986103756035975,0
1696968783703225114949912732320270,0
5691544697526062474848620806494852,0
6145221001088505963006406805878249,0
1105582885216528775547265813643759,0
4397857236954789964901478741187048,0
669352473083368280878002654657487,0
7308070544998592698815607673729883,0
8893995578422597338912675770258425,0
8136321745750279348809595041660142,0
7046060415759671523951221797676391,0
1756225955383414474435237990240625,0
8078485846956000097072795745687240,0
1505084021827476250378489317371341,0
7013132124114987982750110890936156,0
244242578931469263612860334973543,0
3294402464092429120575127356129134,0
5093371349266824303499713408460390,0
5156142119459335426197574451917494,0
7976104407446697762513552761272912,0
3165705770787082045928025230920165,0
3871687617150526389545787903556804,0
36088489619505562701264509370939,0
6825338822950206468772141290588363,0
1062127350555164853022827175412245,0
3363112383883686956453582452936408,0
1087064408340983684883609986721422,0
7702555903286017681811063242375533,0
7380650957704750316120596153952094,0
1984766945004886482178216529067365,0
5175895813659260197519042688445487,0
9080723852715810635382017430230732,0
7819005816460941208331470761942063,0
6712855973514960912656857251969988,0
1112102903915355254062047558556705,0
9252887992314354689645337698598489,0
9744611729821825885192256453601593,0
1255233379939128533456338371557786,0
2404458287255283876422471512477604,0
7506721801531677656985115703509175,0
3782314800976978395574156784925727,0
7563528020673075857976905799031049,0
6656691345704555510628231460795624,0
1251551911105251858828751501299948,0
14103806778828191637014476188852,0
7170392302044779719950990423275007,0
4093647220357905774296212326530396,0
5832882251605737307097673573659645,0
9705202045825957219031101070671788,0
9869614668530451263882262260368393,0
9458339940872530618373251663017826,0
5617714061876526763113845750248819,0
6700752195263124391780631544583179,0
8133163684054783386564292204180398,0
5604694248888666608529963688393055,0
4558321335910370122813594519308357,0
5941679068719519828279967088572441,0
8695616548686119650687575963397935,0
3195202323510870150608427453612027,0
1847250833511230007750362245258872,0
8735275162285567781269514753673789,0
9872310743728045570478682126866159,0
6563573794767500084562242922290702,0
3338143639796009552265892127260843,0
6367348633622253029291316539191013,0
5274886400998164899388854061668354,0
6019189734864198941998521896592613,0
2029279248682380306473627979827694,0
7226789789948907618136440782482652,0
5889567393908455120712495225855009,0
7240673724933600029323707642960135,0
7061912001238587759077945706331455,0
5476213639934352729825340339371522,0
2631468266258577095446890069935561,0
7511501967633460463895746670574172,0
1063813947780953247886695644572591,0
9421828886709326250857910806955581,0
8239175649914728667994908845381866,0
9208203421040950481822169174843069,0
2690336007168964185162644948795547,0
8962673993953613577341843249638875,0
6492008980796021718499796185477463,0
7700340798737124619073436534182800,0
249282785205887723827686921849329,0
1370173501262965166111101737270871,0
1918614435437104681156294632122826,0
3044117002339283505334711064151144,0
5586072459018680706736487107207502,0
550140493761658139792319166232490,0
7302456066503814083531465087649745,0
2710149821785561737422048543629014,0
1289398867625936476815115502680945,0
3194037934518775940558452026545745,0
612902659496194015498992655285396,0
7495968012666563279778983623789911,0
6495222131402371217153326962028607,0
6971006070329743482499739871254915,0
9861155703583742018333949273534250,0
7148159991876333529684160886519880,0
1890840701730262736412629439907378,0
5734740607944963638804961448894063,0
520147465667682491456412258481330,0
1005878174637881073197230225857634,0
4399427323866705573755416540399879,0
6946356387835995472383119079377557,0
5668435272517920595431760813783253,1
6318953847901660431935142168968812,0
6822295244856820685232793421890295,0
5516723669572590311466156084854598,0
5962186326027616488946131022045725,0
1890094786933319710588967354678018,0
7873990512672692126524046331969246,0
8856087495016694382371214560331777,0
2473920800017754729206377709836152,0
6404099272920305125531235674110776,0
7982189749848394931619170768733989,0
8800318371478159660558949799841215,0
5266062732795504277950187395646463,0
7453116539208393081499616496327469,0
1994257400228901371296032299976237,0
3614873529879164243209569575117694,0
6336120169802278192820317289442162,0
6012655654616884182699563903844942,0
2459353523118416123970590238403669,0
6884947391858175943484358915726951,0
4251136180926420029194641940613067,0
2775683434423380064367206027927482,0
4069673779102695206216151124276910,0
6702804700897653889120050956515688,0
9425581610800810851637347112187762,0
8860838082364449713165864777972667,0
191018413958351323087643316232509,0
1229733896605314203990831656167502,0
2366718430238847951515558696312389,0
5115753051579271501182477315946478,0
3343957149538404022215105717724435,0
7041490345847783776971286707660741,0
1568050080824195488488342275017060,0
9618708830294641602385270465908815,0
9787067677005542591081797561033920,0
6728142927398408070385085475684315,0
9957217303840681668643608782691615,0
4152677741514484084935726552992303,1
1097427805964729066130140590559324,0
4196155545356784795676492327519875,0
1593994348253329974143269686606495,0
9524314307392274724516027273313565,0
8415896731774267468210503970750349,1
7699884378270209238621012070291448,0
2480240480280378234052550551572937,0
8669148214731363690017533347853901,0
9056226699480466126964557823750289,0
9403029183859607659351200151404180,0
1165343379547304924124761051198256,0
579243507457770065012332052393075,0
9417031282515913939154102447504496,0
6687961139343713438035099299650767,0
258312739561752134051753070434097,0
5409681722022874274390071893718215,0
2230139648977558267563786009986698,0
4534930036930894548555657874769632,0
2625277114800967771468015367102812,0
1232660421857077963957624523256960,0
6955973823312802696845137978251026,0
8452645813813049573347756067277001,0
5049659429495322156168752767891891,0
6791482882791774301709364575629913,0
9829571359556509129346600162256447,0
4016795877450521734266731049121209,0
8624897678611874384892266191892896,0
7859324210291400217541153998660907,0
3746941833591814575874183386619508,0
9380733837218051300904304482424703,0
5889353163100262129249109052984414,0
7796325127423088857907049485901195,0
5296635636876530373243085891318665,0
1369852979883187582314165038776582,0
7787562083199721993246580739811228,0
9197527753198371298993447048265619,0
5179046076579131852776109938300908,0
9068794717173208560005046564472432,0
8773176745895921924462982091403906,0
2222848257027605242531559332511329,0
9679445126376124531900256240959408,0
3650646517392379916138539100235910,0
8481798157637966303372932633766171,0
8546175930222850066616284456563680,0
2872070511348824227139367579861449,0
4838963562907813687912929580983035,0
6506942105589427950096779802284064,0
5765201294890793525720705106742401,0
5414239416391369932201553656616613,0
5473715271159373899945173136740307,0
2627872209321730352891147485946517,0
1992576198084247209365872574004834,0
7822513372327222262911031527989807,0
4856125387057767558673359241246331,0
3774050881914963884337027048867029,0
2115739170162656547657650869300596,0
1709000827040377862059566374045825,0
9637623124520329885365944284218750,0
1051530758988709019895298202902561,0
5659794224131938109286491016895223,0
6345878731353652147025890195857710,0
3414213444342222430221539673784367,0
2603593238760210382685648883762433,0
6486481539573219641724579819274316,0
2768657105122640263729704401314139,0
4513243792247184918101778712671971,0
1533202199203441690064729361525994,0
3276223144179238765403369416439369,0
4636742754557819938173850824217622,0
1351969688548651307094703411047278,0
4639507302679015738241294918638504,0
735826761569693118121893688668495,0
6622795856136311241409930927744620,0
1922468744582285804200230607388541,0
9768061613265834925800303990840817,0
6103155448211561160384542372942531,0
5279883282544879883402771378979299,0
5050170262283559354146737803361398,0
6739390067195430521519820375750929,0
8884646528002348533041826145148005,0
4272104836103643011552811598794567,0
706717786684016098683514787617171,0
322212729900217320511858489350943,0
2913925657543256829824495873791763,0
9604490489847704446702882394650803,0
5538268600730131651340355878867375,0
5562582326957757077657122033229170,0
1289608241215755981742990715429536,0
5443130158146551764652745272031905,0
6681381195888488873124137112086736,0
9450730677410720545667509887323866,0
5019305564330198989562665103753811,0
2759256510844234675580164185740427,0
5084993295519588137746955735940492,0
4325504586374722507456968770404688,0
9114494707171047130578814610777298,0
6761392253712570879128310448447844,0
8297947889530649751107876229973147,0
6316233985204626486834182501996087,0
510286146866014804852770156292730,0
3001039780319710497870372385434753,0
2629680168997051386811549710153993,0
86855408127713933074048396325731,0
7521763601025079553758000536894608,0
2216943350684319085721978769104750,0
7457616727892450949349148901413021,0
5306852556888767927449215010948643,0
6373519094525704920595806938620475,0
6371449597719966805383005586736868,0
6871930951949201058064306343738779,0
4621928068972829362760700970775179,0
8551409927794462184237279095875865,0
9377197141126860471668352371874224,0
2584850997173057688640057868867509,0
6615622493380177740573981666480139,0
9118041460620160403816083390014932,0
7225643307880540164771520478686507,0
4701410508743248213736611448626733,0
953730444763504083886464352076961,0
5673242798986623960430805245266356,0
5487140506275071185892969440497059,0
1764491815383198524021556631831732,0
9102990500317299803312393518884264,0
8299989021615195146264796952327739,0
4195746247034339655603794501318420,0
9188250685166045201282557262983298,0
8553236082523548178777584687632787,0
7438673577494864219915579998450137,0
8906098374701480090200974512102620,0
3341176283665147683833871720256727,0
5084680213922341213496563798171341,0
8917862095747149567736191023607926,0
4408200007588492598732756412796890,0
2185760415326130267441357362317820,0
7298097294532458474716925348842485,0
3430838343267312132878127244226458,0
93249128191323918447176586557651,0
4029245152111862449198600993393620,0
1748918723932244783937771443165449,0
9300336581230831543531969278983563,0
2504920927119652427372515221333555,0
282244704572923595845278850180196,0
8089350838511087383123978689593267,0
4813908703798242502290418957084670,0
4339832070450071911625437359553808,0
4888902962170834167518670406817623,0
5695706525061942652855056779247843,0
2193487376198930898833681432153014,0
5548152719913606271856717493208236,0
8123844105546099811080554713052802,0
2977997943003696989551794312732648,0
455950473559166578149065365266409,0
3341268861437291858139175888011927,0
1891493930367887129318951595820652,0
3910876899406015243002752522781782,0
2598657229234584177294509774195462,0
3399940797114790058438540709992841,0
3854187014044376959866921434987996,0
1656478517564252388167307562774000,0
8142873374288554025496882129016051,0
5106482278935620584096424597368034,0
3393298532375469599086555420612740,0
7889143661481941813898269771557977,0
2474120291823341293165582947778050,0
7004709350102131176725081341341994,0
8441845890017490613665328726958176,0
8210377680094464732456666201071256,0
5980600598935721075741205998887456,0
7437973334848374927729632765484825,0
140591720175114626743524942203826,0
1785317878376617125058859051238488,0
934887737202418616672589449816025,0
1051460409909784357901279581414011,0
6129596125179653485376812990389449,0
9862426695851438429795939582104629,0
3988619970569946344895389868597048,0
5712851706926768264166802631715514,0
2861598729758506599091500302490720,0
4998413716419690970076658103672451,0
7329740305017831956944784858023686,0
4358152790893270036385526197255179,0
9551228527460228366369109949724848,0
4681182383348656925040510469503518,0
3287499531141106718226342738258128,0
3310960587679312386257510363295139,0
2650486531882269409661544280340812,0
2080854002010853281976481952267101,0
6456436756980895973198104950321299,0
8531556426071343842818001543836566,0
3357537044251409067964519498203637,0
7795639308649670255394485430103396,0
9909859232233405116512530669214706,0
3019316437740330281651861930517249,0
2378247305221531883463690483406843,0
1406639075839539390076458877345327,0
4838925527869323173578455046230422,0
9765851815467043953530468702245210,0
6235976492699131989588108407410151,0
6113217005342051774769994989142652,0
5363294188199697927788870962622634,0
470884629777766670333667597501704,0
3086594983982696773533455787596567,0
2162679599030409056676001226117393,0
5336425759713870571779067540264100,0
6647726497362565655116953646801606,0
4589819965082303075017688482817993,0
678710453082026750735029400761016,0
5951158109384243555063737617736182,0
2686214953446850577966930046753173,0
723638975728616833286918385037087,0
9290996961212428883042531687154104,0
267805895797360393682140658768228,0
3385829704620283285033122308933329,0
6526693939600873773857060317915177,0
1944066252989320428865016511249583,0
2493767578754056056261273412386504,0
2374803923325163367491809759818710,0
1198701169622642477940445332140108,0
4614651756563751161190303685102659,0
4850998467711047647181971238733617,0
1889043587851084053176649838655499,0
307120918287620887082591872865285,0
5515916906852213135259489903347045,0
7646254851395965182816147226270380,0
5923431597158541273964709603993682,0
8116048605917909015763612036835045,0
6731956161388108793188163567335709,0
9167095890451957516146465930876457,0
5265500467253355749767854864537662,0
6861915756400329651403756783705463,0
4181053154332585875896863352687905,0
7532586876378860818927380665796931,0
4998039957968921160319761850615402,0
9006265127248208718490453053581793,0
8418016554897146945405993217777400,0
8755437051300554298893290178594875,0
1145339962104967244226234091657256,0
7353614135623534368080576324649703,0
9582164915129496033548447222317347,0
1841767630530475847787570029928987,0
4037050379974641879380329281183820,0
5805267173560306862499162860815585,0
3496339905197760956548298942109509,0
5993138118804121786384084594845408,0
7717736197795654882485007039392918,0
6209459865134892765551486680974119,0
7104983424120785105005207708769444,0
7561609818435240589880918498754640,0
4503205350560267345700948370209004,0
1080003691923487310348337984118816,0
7594737080753899979593408891164337,0
7280429839323075180273682698495163,0
2626263764971722698745952042643190,0
935398869203667214138744191493393,0
348125940556694558877195252928357,0
6767565969443061407326787431929677,0
2977498705260136690976501563245387,0
5741197104417182717526226108358802,0
2524936703915747270457806259027641,0
1150661518609629910085239593323715,0
4998625299652613918801098822144744,0
3499215352357730223318501975464222,0
2399349639690772556929769792691675,0
2614304242151356381328194041346823,0
3791293344722361695368380141505497,0
2989015118356479316641721393590608,0
9649405207518764841970849985954998,0
3840215716142529494737381323202145,0
9226323860087950179640983022269492,0
7003388934155329795660008471615311,0
6217721209953507144320583072866012,0
107739503406739542675006215296128,0
4230606772766644082145873688275441,0
7496599146678317753764492172206537,0
3051913308626594150100552335911594,0
6590338388984164183256536595177581,0
7016101339401685828920056949525576,0
9690378773294369096995621135848726,0
5629729747257234725496805638332426,0
6415518051576778739283806743390333,0
6087664714517920083250616164339170,0
8753846060092441579942275428127073,0
3647472469817217047895962548037682,0
7152902481088654493870528525854265,0
6438636944410024190915733670891094,0
2324171263470142207558928956556085,0
6814334249713155944492356559675574,0
2119340818642093376117034246208243,0
6385249672728640372533976090515987,0
1660773106008116842820178567477625,0
4240506276879416546330192939506519,0
7689684301543005834878422846275272,0
9266515349451186882915533581803397,0
9126720025599392580113230819188624,0
8119333960144980020684932722479082,0
8932089565648535137419595362878949,0
1404785082685901762445068546443344,0
8861025963740786965979269896679040,0
1290730885121759151747941796781500,0
2484775651202232881714934637431224,0
7071159650314030423622394045033370,0
4330234487629750784698396983891730,0
5635367755662232597116232357740861,0
1544447914930199333672669657081639,0
4576534067219727842196136519574551,0
2166547484243730951161280477907137,0
1855310139230441052307294050685014,0
2203083831901347596659291621678502,0
9353262431919684602683034552871942,0
4742803954309282286405959191177535,0
1128213065575254794368526438415939,0
445242940037981273259301983708393,0
3322285000235493038592966223506557,0
1573628650327831049293946219800720,0
5166353750091373660526174795986664,0
69690696762529077436669256532273,0
2993149889453297152192476131871749,0
5371203885574474453646712962963778,0
3698450681740920339124726940448064,0
3269080383316138052072349276783639,0
3895553849854350074899590896417431,0
6949940604720471650108704659530471,1
3774581496775055659290441407649182,0
5810595307062698521592462709005156,0
144354933444886269996882975250866,0
4814131737179969379824370531249102,0
8171084271084687367657104696006530,0
2816012237890781466020701032059090,0
3907431553666375617488757553266153,0
1865163016287055846749572190397640,0
8406941122169415553643108725073307,0
7780514759727375501293499489720296,0
4467874985251081326258037597321275,0
9723701430054491268361173109776009,0
5975490928363987193175434265128451,0
1581827241277993126117175364006589,0
3142793803578289104355830838084069,0
1394069983549667497299734832266945,0
7073892983806018964794495791055112,0
5049460080239639100615508120736672,0
7182503133789110847286199785302077,0
3524288476160442349666976305953878,0
4149407240176007964316638043617692,0
1092518805750460594180242392979992,0
4855866031570773421500901824907261,0
1378137082467090779938571126882739,0
209506382360364685598419024150464,0
9938002211918105493825553761340752,0
7796592760869190762398664353360569,0
4322103448602599630955670154051838,0
8322018907325547155991445813614928,0
3128923729805023772328186179358389,0
330195240774972941590758002288499,0
5703588201193079015283592231497375,0
1012122380526121683656687268581161,0
8838389852577207052071643926422520,0
6789076167645148505792189690662499,0
3725843354281498559420352098947433,0
501720534377950885899456398614153,0
3435720443429750853885379662062043,0
5787416660016226182671513690000902,0
4445126024310282905621370297817229,0
1814803177671250016831982074797609,0
8653728827670649399772094699558241,0
6897210176483503263152074897873590,0
4842965786873009983641728412208591,0
2886910738318997645330868646568219,0
1495136042635962163478759253549812,0
8836775865142902987751411880312171,0
3492316058914248514042721033946208,0
5559083913591987329956047221596904,0
4184308632788181909017304951487512,0
4868627702757697195362504865603553,1
2879321786951531532246916377667057,0
2737077198049073919822055367486873,0
9523814505126802972834630743890536,0
5898684895576910415557850819856989,0
1354299652765472884718747414364278,0
9574594190129196949844486544275163,0
777265586202171641350540680409825,0
2795750137000571698891457960145231,0
3480385241035614714948481033360202,0
5685388776750644822273450800565577,0
759865802246719672323466115201745,0
2268460181282622147081805421616638,0
5951584288559061103313373441749889,0
1617008593919661434209465400862573,0
3426940909594427610234282808309036,0
693735646477062278660070414819309,0
3702335333791452925202453427446561,0
8904794206628198434579962146019891,0
3595394166830338978144658504557664,0
4397326386860002369763893488908443,1
6089531165162089493656684050791718,0
857219239392170366607543391700603,1
1068339333389617974464355510120019,0
7147688867366356440528477888634519,0
5851890332653703137431578855213171,0
5486166872325971383864366539435474,0
6889031911156544680327651647432778,0
4080106728671174937244105398142108,0
3094933305788265498659557006814128,0
5849739911682304617323702350950749,0
7019581298155703384119869298288745,0
4566604592198401448047967312864727,0
9893263167830745089829633663502428,0
5984569934400636749945464770353273,0
7373768081718403625964939734185458,0
4636468944293785828031257850943442,0
4697949398603052951097096102531936,0
1766322547805027945761797798297662,0
8959054241075235696388554411620630,0
9885672479274024700326871977419974,0
4961173214873522718455044840540770,0
2222990399065842502264614597621151,0
5079902949646551086083335958919954,0
3878553389788398886571534090213750,0
2278552672772995515933486826580597,0
8988555013530523146505760473650635,0
3700914028751819281121580583269578,0
8505427801570835299843867621592536,0
9351432590205000039857518058351466,0
4950967394642967715909702090313813,0
8208398225139719653378820249894803,0
3907231180981926102958167690274199,0
5345528619086401471561715995639001,1
6672068710071124341416500466176983,0
9356069651773899264891010187408235,0
2163263948074503842354960707132064,0
4161651874114286611278474637472099,0
9116120479312331778276713047360121,0
3124031402434881512024044028655368,0
814396574145737379581443002570576,0
7354811049570212021212481051812005,0
1436905217956544847034206544315079,0
7926242073632579494974361341338856,0
1841254373761391907353728311503204,0
7558997947721219020849147948332,0
6725622650513805000881946659338133,0
1173377963917920443728995524410458,0
8608888090711363996606994104038648,0
79516573191457385062729629251373,0
495085320455222341530627649895819,0
2960145700217227614533702412998098,0
7443799970796817779355709360867583,0
7473429342674575294737539844883228,0
4647519673551541468610004662269061,0
3123400106585753114714231636751434,0
9321058556151878938507875294748836,0
3851889633254128794721094789546293,0
1220381049744626027047197032839875,0
2848361286435823163973811755445525,0
1270801802464218517549295799304451,0
2221348363447799022364262798057597,0
9423516760717082214690320400379415,0
6178405395261068524026449106775173,0
1057811059488244280556074375236909,0
6007929818209449935490640889174327,0
6111146839341236876292545139120421,0
3593327608735714758669603136398550,0
6638630774133198357606279764313127,0
5163058827880446726436540758154136,0
8082301835093551321794643024308054,0
7610919045198164914314929349005513,0
3243267938248250024186462080377534,0
5743468198103279734676912895265269,0
673198891854672130776791814676258,0
8322865520504088288194085991609278,0
5101782308076004478636552972190861,0
552550283702571192226932797256334,0
150985158637940982972926874853852,0
3410264688904686553313363150157158,0
9774359418859628534676856330957534,0
6071049180526856774698911510548935,0
4805742957999708073814368712312206,0
2833928485814506068793641976053898,0
1292094917709673421251744864065404,0
1818876808839888677010631259948065,0
7605458252748667191098053543071523,0
1347182203549990159120288279809158,0
4182666067271142168038788393717813,0
44442664403986806244175255325435,0
5243640909583184016135433248872209,0
8569828628504965530390099771936020,0
6408862119379172041349646674482750,0
859487005405478527839633961619854,0
9889912771216943586021839709702830,0
7206216504473401523926969765088710,0
2300225108919907039977167383764670,0
1072668446060112762861002419330656,0
2720131378629817984353657016549746,0
263010827464282958289114269091844,0
8833441360464205201799062061452118,0
7290723052860171846772249319662298,0
205826788448019895624165009344495,0
9825170690952445960710893341433371,0
7214785586959922553289939935623418,0
5577651139606908709581786110450401,0
3780839265580052730959915066363748,0
4194512037414116400717814966406163,0
7386756428531502134820856327646982,0
4033385360847600858345006613975122,0
6492125727764684972845853193849448,0
5132650300743474589863469816611048,0
3808650190107820258354070657754342,0
5881063684281379700143985383741473,0
5321744832625287291268847498792680,0
6579674068284776864557417382108485,0
8741617488957620837035968634804139,0
2919533859057088676343920916822194,0
7450237670678843134881799202409371,0
9386698521167423091215120183791171,0
4814297520562773604425779983826976,0
8090357255506198713323105240289096,0
1700315621448128608609295837652646,0
